Frame,Onset time,Narrative details (external events),Narrative details (internal state),Characters on screen,Music presence,Speech,Character speaking,Indoor/outdoor,Setting,Scene name
613,24.520000000000003,Earn tries to reason with the man.,Earn tries to diffuse the situation.,"Man, Woman",no,"Look, you're trying to get into the club",Earn,outdoor,Convenience store parking lot,Parking lot confrontation
643,25.72,"Earn tries to reason with the man, pointing out that all of them are poor and nobody wants any trouble. Alfred Paper Boy looks at him.",Earn tries to diffuse the situation.,"Earn, Alfred Paper Boy, Man",no,"before ten forty-five, which means you're trying to get in before eleven, which means you are also broke. Nobody's stunting on anybody here.",Earn,outdoor,Convenience store parking lot,Parking lot confrontation
806,32.24,The woman speaks up.,The woman antagonizes Alfred Paper Boy and mocks Earn.,"Woman, Man",no,No one's stunting on anyone here.,Woman,outdoor,convenience store parking lot,Parking lot confrontation
841,33.64,Alfred Paper Boy tells the woman to shut up.,Alfred Paper Boy is rude and angry. Tensions rise.,"Alfred Paper Boy, Earn, Man",no,"Bitch, will you please shut the hell up?",Alfred Paper Boy,outdoor,convenience store parking lot,Parking lot confrontation
875,35.0,The woman yells at Alfred Paper Boy not to talk that way to her.,The woman is offended. Tensions rise.,"Woman, Man",no,Don't you talk to me like that!,Woman,outdoor,Convenience store parking lot,Parking lot confrontation
894,35.760000000000005,"Alfred Paper Boy defends himself and offers to settle any other problems, but demands money for his broken car mirror. The man yells at him.",The man is angry. Tensions rise.,"Alfred Paper Boy, Earn, Woman",no,"No I talk to whoever however I want, if you got a problem with it, we can settle it, but my car was not involved, man. ""Hold on, cuz!""","Alfred Paper Boy, Man",outdoor,Convenience store parking lot,Parking lot confrontation
1011,40.440000000000005,Darius interjects.,,"Alfred Paper Boy, Earn, Man",no,"Hold on, hold on, man",Darius,outdoor,Convenience store parking lot,Parking lot confrontation
1046,41.84,Darius says he is having déja vu and looks around for a dog with spots that look like Texas. Alfred Paper Boy and Earn turn and look at him.,,"Alfred Paper Boy, Earn, Darius",no,I'm getting crazy déja vu right now. Okay where's the dog with the Texas on him?,Darius,outdoor,convenience store parking lot,Parking lot confrontation
1162,46.48,"Darius looks around, finds the dog, and points him out.",Darius is experiencing déja vu.,"Darius, Alfred Paper Boy, Earn",no,There he is!,Darius,outdoor,Convenience store parking lot,Parking lot confrontation
1233,49.32,"Across the street, a dog sits in the grass. Darius comments.",Darius is surprised and confused.,Dog,no,"That's a trip, man.",Darius,outdoor,patch of grass,Parking lot confrontation
1279,51.16,Alfred Paper Boy and Earn look across the street at the dog. Earn looks at the man and woman.,Alfred Paper Boy and Earn are confused.,"Alfred Paper Boy, Earn",no,,,outdoor,convenience store parking lot,Parking lot confrontation
1320,52.8,The man and woman look across the street at the dog. The man asks what is wrong with Darius.,The man is confused.,"Man, Woman",no,"Yo, what's your man on?",Man,outdoor,Convenience store parking lot,Parking lot confrontation
1363,54.52,Alfred Paper Boy holds up the broken mirror and changes the subject back to it.,Alfred Paper Boy is frustrated and angry.,"Alfred Paper Boy, Earn, Man",no,"Yo, worry about this mirror, man.",Alfred Paper Boy,outdoor,Convenience store parking lot,Parking lot confrontation
1388,55.52,The woman recognizes Alfred Paper Boy and tells him to buy another mirror. The man glares.,The man and woman are angry.,"Woman, Man",no,Just get another mirror. You Paper Boy.,Woman,outdoor,Convenience store parking lot,Parking lot confrontation
1447,57.88,The woman says Alfred Paper Boy has money. Earn looks at Alfred Paper Boy,Earn is worried about Alfred Paper Boy being recognized.,Earn,no,"You rich, right?",Woman,outdoor,Convenience store parking lot,Parking lot confrontation
1470,58.8,The man exclaims. Earn looks at Alfred Paper Boy silently.,Earn is concerned about Alfred Paper Boy being recognized.,Earn,no,"Woah! Woah, woah, woah, woah",Man,outdoor,Convenience store parking lot,Parking lot confrontation
1503,60.120000000000005,The man asks if Alfred Paper Boy is Paper Boy.,The man is mockingly surprised.,"Man, Woman",no,"Woah, woah, woah. You Paper Boy?",Man,outdoor,Convenience store parking lot,Parking lot confrontation
1579,63.16,Alfred Paper Boy confirms that he is Paper Boy.,,"Alfred Paper Boy, Man, Earn",no,You know it.,Alfred Paper Boy,outdoor,Convenience store parking lot,Parking lot confrontation
1597,63.88,The man insults Alfred Paper Boy.,,"Man, Woman",no,"Boy, you so garbage, that",Man,outdoor,convenience store parking lot,Parking lot confrontation
1644,65.76,The man continues to insult Alfred Paper Boy and his music. Earn looks at Alfred Paper Boy.,Earn is worried about the situation escalating,Earn,no,"postal mixtape was garbage, what it",Man,outdoor,Convenience store parking lot,Parking lot confrontation
1693,67.72,The man insults and mocks Alfred Paper Boy and talks about one of his songs.,,"Man, Woman",no,"was, uh, uh, uh, Muckin'! What the hell is Muckin', Paper Boy?",Man,outdoor,Convenience store parking lot,Parking lot confrontation
1795,71.80000000000001,Alfred Paper Boy defends his music,Alfred Paper Boy gets angry,"Alfred Paper Boy, Earn",no,"Man, you know what it is. I explain in the hook, nigga.",Alfred Paper Boy,outdoor,convenience store parking lot,Parking lot confrontation
1844,73.76,Alfred Paper Boy pulls out a gun and points it at the man's chest.,,"Alfred Paper Boy, Earn Darius, Man, Woman",no,"Why we even talking, man, shit, what's going on, what's good?",Alfred Paper Boy,outdoor,convenience store parking lot,Parking lot confrontation
1921,76.84,The man glares at Alfred Paper Boy. Someone in the background shouts again.,The man is angry at Alfred Paper Boy.,"Man, Woman, Alfred Paper Boy",no,"This is definitely going to Worldstar! ""No it is not, stop it. Nigga, what are you doing?"" ""Nigga, what are you doing?""",Background,outdoor,convenience store parking lot,Parking lot confrontation
1959,78.36,"Alfred again tells the person who yelled to stop. He asks Alfred Paper Boy what he is doing, then pulls out and cocks a gun.",Earn gets worried and stops trying to calm them down.,"Earn, Alfred Paper Boy",no,"No it is not, stop it. Nigga, what are you doing?",Earn,outdoor,Convenience store parking lot,Parking lot confrontation
2042,81.68,Alfred Paper Boy asks Earn what he is doing.,Alfred Paper Boy is surprised Earn has a gun.,"Alfred Paper Boy, Man",no,"Nigga, what are you doing?",Alfred Paper Boy,outdoor,Convenience store parking lot,Parking lot confrontation
2075,83.0,The man pulls p his shirt to reveal a gun in his belt.,The situation escalates.,Man,no,"Okay, well what's up? Hmm?",Man,outdoor,convenience store parking lot,Parking lot confrontation
2119,84.76,Earn looks from Alfred Paper Boy to the man's gun.,Earn is worried about tensions escalating the situation to violence. He knows there is about to be trouble.,Earn,no,Yeah. I got my,Man,outdoor,Convenience store parking lot,Parking lot confrontation
2151,86.04,"The man points out friends nearby, pushes the woman back, and turns to Alfred Paper Boy",The situation escalates. The man taunts Alfred Paper Boy.,"Man, Woman, Alfred Paper Boy",no,"people waiting right over there. Watch out, baby.",Man,outdoor,Convenience store parking lot,Parking lot confrontation
2242,89.68,The man yells at Alfred Paper Boy and asks him what is up again.,The situation escalates. The man taunts Alfred Paper Boy.,"Alfred Paper Boy, Earn, Man",no,"What's up? Let's go, what's up?",Man,outdoor,Convenience store parking lot,Parking lot confrontation
2295,91.8,Alfred Paper Boy cocks the gun and points it at the man's chest. Earn looks at him.,Earn knows there is about to be trouble.,"Alfred Paper Boy, Earn, Man",no,,,outdoor,convenience store parking lot,Parking lot confrontation
2357,94.28,The man stares at Alfred Paper Boy.,The man and Alfred Paper Boy are trying to intimidate each other.,"Man, Woman, Alfred Paper Boy",no,,,outdoor,Convenience store parking lot,Parking lot confrontation
2389,95.56,Earn looks over and sees the dog across the street.,Earn is surprised to see the dog.,Earn,no,,,outdoor,convenience store parking lot,Parking lot confrontation
2428,97.12,The dog is still sitting in the grass across the street.,,Dog,no,,,outdoor,Patch of grass,Parking lot confrontation
2462,98.48,Earn stares at the dog across the street.,Earn is surprised and confused to see the dog. He gets déja vu as well.,Earn,no,Wait.,Earn,outdoor,Patch of grass,Parking lot confrontation
2488,99.52,Darius looks at the dog across the street.,Darius is confused and experiencing déja vu.,"Darius, Alfred Paper Boy, Earn",no,"This is so weird, man.",Darius,outdoor,Patch of grass,Parking lot confrontation
2559,102.36,A view from above of Alfred Paper Boy firing his gun. The screen goes black,,"Alfred Paper Boy, Earn, Darius, Man, Woman",no,,,outdoor,convenience store parking lot,Parking lot confrontation
2627,105.08,BLACK SCREEN 1,,,no,,,,,
2684,107.36,"Music fades in. Aerial view of houses, parks, and streets of Atlanta",,,yes,"Back at it, craftmatic, all I know is mathematics",OJ da Juiceman,outdoor,Atlanta,Title
2902,116.08,Aerial view of a cul de sac and surrounding houses,,,yes,"On the stove, cooking chicken, right wrist just did",OJ da Juiceman,outdoor,Atlanta,Title
2972,118.88,Aerial view of a road and the wreckage of an abandoned house,,,yes,"Gymnastics, acrobatic with the work. Like Houdini do the magic, Migo bring me",OJ da Juiceman,outdoor,Atlanta,Title
3111,124.44,Aerial view of a busy highway.,,,yes,"Kilos so I bust them squares up out the plastic, get in traffic",OJ da Juiceman,outdoor,Atlanta,Title
3204,128.16,Aerial view of a park and eating area with umbrellas.,,,yes,"'bout to traffic, known to make that shit happen",OJ da Juiceman,outdoor,Atlanta,Title
3272,130.88,Aerial view of a basketball court with some people playing on it.,,basketball players,yes,Gotta use the razor 'cause the chicken's in some turkey wrapping,OJ da Juiceman,outdoor,Atlanta,Title
3367,134.68,"Aerial view of a road and surrounding woods with the city of Atlanta in the background. ""ATLANTA"" appears in white block letters.",,,yes,"after fifteen years of trapping, now young Juice just started rapping, blowing '93 OG from Freddy that he",OJ da Juiceman,outdoor,Atlanta,Title
3529,141.16,A ceiling fan in Earn's bedroom rotates slowly. Music plays in the background.,,,yes,,,indoor,Bedroom,Earn's Dream
3598,143.92000000000002,Earn lays in his bed listening to music with headphones on,,Earn,yes,,,indoor,Bedroom,Earn's Dream
3675,147.0,"Suddenly, Van's arm hits Earn on the head while he is laying in bed listening to music.",,Earn,yes,,,indoor,Bedroom,Earn's Dream
3735,149.4,"Van, laying next to Earn, reaches over and pulls his headphones off.",Van is annoyed with Earn's music,"Earn, Van",yes,,,indoor,Bedroom,Earn's Dream
3824,152.96,"Van, laying next to Earn, reaches over and pulls his headphones off.  She asks him why he is awake so early.",Van is tired and annoyed with Earn's music,"Van, Earn",yes,"Oh my god, why are you up?",Van,indoor,Bedroom,Earn's Dream
3916,156.64,Earn pulls his headphones off and says he had a strange dream.,,"Earn, Van",no,I had a weird dream.,Earn,indoor,Bedroom,Earn's Dream
4024,160.96,Earn describes his dream of swimming in a pool like an ocean with seaweed like hands. Earn wiggles his fingers.,The dream is symbolic of Earn's dangerous immersion in street culture.,"Earn, Van",yes,"“I was swimming in this pool but it was like the ocean, and I was swimming with this seaweed, but it wasn't seaweed, it was... it was like hands.""",Earn,indoor,Bedroom,Earn's Dream
4240,169.60000000000002,Earn wiggles his fingers and describes a girl in his dream who told him to swim above the hands and avoid them or he would drown.,The dream is symbolic of Earn's dangerous immersion in street culture.,"Earn, Van",yes,"“And I was swimming with this girl. And she was saying if the hands grab you, they pull you down and drown you, so to swim above them.""",Earn,indoor,Bedroom,Earn's Dream
4460,178.4,Van responds to Earn's dream.,Van sarcastically responds to Earn's description of his dream,"Earn, Van",yes,"Hmm. That's deep. ""I know.""","Van, Earn",indoor,Bedroom,Earn's Dream
4519,180.76,Earn starts to interpret his dream as having a meaning about society.,,"Earn, Van",yes,I think it's about society,Earn,indoor,Bedroom,Earn's Dream
4560,182.4,Earn talks about his dream.,,"Van, Earn",yes,cause like all,Earn,indoor,Bedroom,Earn's Dream
4577,183.08,Van cuts Earn off and asks about the girl in his dream.,Van does not like that Earn dreamt about a girl and is more interested in the girl than the dream.,"Van, Earn",yes,"the hands are ""Who's the girl?""","Earn, Van",indoor,Bedroom,Earn's Dream
4600,184.0,Earn pauses and says he does not know who the girl in his dream was.,,"Van, Earn",yes,I don't know.,Earn,indoor,Bedroom,Earn's Dream
4663,186.52,Van asks what the girl from Earn's dream looked like.,Van is being possessive and is more interested in the girl than Earn's dream.,"Van, Earn",yes,What's she look like?,Van,indoor,Bedroom,Earn's Dream
4694,187.76,Earn downplays the girl in his dream.,Earn realizes Van is jealous that he dreamt about a girl and tries to make her sound unappealing.,"Earn, Van",yes,She was fat. And not interesting.,Earn,indoor,Bedroom,Earn's Dream
4808,192.32,Van rolls her eyes and responds.,Van does not believe Earn.,"Van, Earn",yes,Okay.,Van,indoor,Bedroom,Earn's Dream
4848,193.92,Earn asks if Van is jealous of the girl in his dream.,,"Van, Earn",yes,You jealous?,Earn,indoor,Bedroom,Earn's Dream
4888,195.52,Van chides Earn about the dream girl and accuses him of making out with her in the dream.,Van is jealous,"Earn, Van",yes,"I'm disappointed in your story, cause you're first saying that she's fat and annoying and then you, all of a sudden you turn around and you're making out with this bitch.",Van,indoor,Bedroom,Earn's Dream
5127,205.08,Earn says he never mentioned making out with the dream girl.,,"Earn, Van",yes,I never said we were making out.,Earn,indoor,Bedroom,Earn's Dream
5173,206.92,Van directly asks Earn if he and the dream girl made out.,Van is jealous of the dream girl.,"Earn, Van",yes,Were you making out?,Van,indoor,Bedroom,Earn's Dream
5201,208.04,Earn admits he and the dream girl were making out.,,"Earn, Van",yes,"Yeah. Yeah, we were.",Earn,indoor,Bedroom,Earn's Dream
5233,209.32,Van laughs and says she knew he was. She turns away from Earn.,,"Van, Earn",yes,I know you.,Van,indoor,Bedroom,Earn's Dream
5298,211.92,Earn laughs and rolls over to face Van,Ean and Van become playful,"Earn, Van",yes,No,Earn,indoor,Bedroom,Earn's Dream
5305,212.2,Earn rolls over to face Van.,Van and Earn become playful.,"Earn, Van",yes,you don't know me.,Earn,indoor,Bedroom,Earn's Dream
5325,213.0,Earn tries to kiss Van. Van stops him with her hand because they have bad breath.,,"Earn, Van",yes,"Oh, no, bad breath.",Van,indoor,Bedroom,Earn's Dream
5406,216.24,Earn sniffs Van's breath and says he loves it. He asks if she ate curry.,Earn jokes playfully with Van.,"Earn, Van",yes,"Oh, I love it. What is that, curry?",Earn,indoor,Bedroom,Earn's Dream
5511,220.44000000000003,Van laughs and asks if Earn is kidding. Earn describes Van's breath and tries to kiss her again.,Earn and Van are playfully joking.,"Earn, Van",yes,"Are you kidding me? Like a very deep curry?""","Van, Earn",indoor,Bedroom,Earn's Dream
5564,222.56,Van calls Earn gross and they laugh. Earn rolls over on top of Van and starts to kiss her.,Earn and Van are playfully joking.,"Earn, Van",yes,"That is not, that's like some freaky shit!",Van,indoor,Bedroom,Earn's Dream
5655,226.2,Earn and van laugh and kiss on the bed. Van laughs.,Van relaxes. She and Earn are playful and flirtatious.,"Van, Earn",yes,"What is wrong with you? ""I love that. I love that.""","Van, Earn",indoor,Bedroom,Earn's Dream
5734,229.36,Van and Earn kiss on the bed. Van calls Earn stupid.,Van and Earn are joking playfully.,"Van, Earn",yes,You're so stupid.,Van,indoor,Bedroom,Earn's Dream
5792,231.68,Van and Earn kiss on the bed for a few moments.,Van and Earn are happy.,"Van, Earn",yes,,,indoor,Bedroom,Earn's Dream
6107,244.28,Earn starts kissing Van's neck. Van closes her eyes.,Earn and Van are happy.,"Earn, Van",yes,,,indoor,Bedroom,Earn's Dream
6225,249.00000000000003,Van asks Earn to say he loves her.,,"Van, Earn",yes,Tell me you love me,Van,indoor,Bedroom,Earn's Dream
6259,250.36,"Earn kisses Van's neck and laughs, but does not say he loves her. Van pushes him off of her.",Van gets annoyed.,"Van, Earn",yes,,,indoor,Bedroom,Earn's Dream
6318,252.72000000000003,Van pushes Earn off of her and asks why he laughed.,Van is taken aback and insulted Earn would not say he loves her.,"Van, Earn",yes,Why did you just laugh?,Van,indoor,Bedroom,Earn's Dream
6405,256.2,Earn says he did not say he loves her because she always says that and he always says that he does.,Earn realizes Van is upset and tries to backpedal.,"Earn, Van",no,Cause you always say that and I'm always like of course,Earn,indoor,Bedroom,Earn's Dream
6499,259.959999999,Van asks again why Earn did not simply say he loves her,Van is suspicious of Earn,"Earn, Van",no,Then why didn't you just say I love you?,Van,indoor,Bedroom,Earn's Dream
6605,264.2,Earn tells Van he loves her and smiles awkwardly,Earn tries to fix his mistake and please Van by saying he loves her,"Earn, Van",no,I love you,Earn,indoor,Bedroom,Earn's Dream
6698,267.92,Van pushes Earn off of her and gets out of bed. Earn lays in the bed.,Earn is frustrated.,"Earn, Van",no,,,indoor,Bedroom,Earn's Dream
6846,273.83999999900004,"Van walks to the bathroom. Earn sits up on the bed, then stands",,"Van, Earn",no,,,indoor,Van's apartment,Earn's Daughter
6993,279.72,Van does her hair in the bathroom. Earn walks down the hallway,,"Van, Earn",no,Uh oh,Earn,indoor,Van's apartment,Earn's Daughter
7126,285.04,"Earn sees his daughter, Lottie, is awake, and talks to her.",,"Earn, Lottie, Van",no,She's awake! She's gonna kill us all with her cuteness!,Earn,indoor,Van's apartment,Earn's Daughter
7220,288.8,Van reminds Earn he is responsible for taking care of  Lottie tonight.,,"Earn, Van",no,"You remember you have Lottie tonight, right?",Van,indoor,Van's apartment,Earn's Daughter
7273,290.92,Earn tells her he remembered but mouths silently to Lottie that he did not remember.,Earn realizes he was supposed to take care of Lottie that night.,"Earn, Lottie, Van",no,Hey there! Of course I did. I did not.,Earn,indoor,Van's apartment,Earn's Daughter
7413,296.52000000000004,Van says she can't take care of Lottie because she has parent teacher conferences,,"Earn, Lottie, Van",no,Cause I have parent teacher conferences.,Van,indoor,Van's apartment,Earn's Daughter
7459,298.36,"Van says she wants Earn to be here with Lottie tonight, not leave her at his parents' house.",,,no,"Also, I don't always want her at your parents' house. She lives here.",Van,indoor,Van's apartment,Earn's Daughter
7553,302.12,Earn promises he will pic up Lottie and care of her himself.,,"Van, Earn, Lottie",no,I promise she won't be at my parents' house. I'll pick her up after work.,Earn,indoor,Van's apartment,Earn's Daughter
7652,306.08000000000004,"Van holds Lottie up high in the air. From the bathroom, Van asks for Earn's help paying rent.",,"Earn, Lottie, Van",no,"And if you're going to be staying here, I'm gonna need your help with rent.",Van,indoor,Van's apartment,Earn's Daughter
7739,309.56,Earn holds and nuzzles Lottie. Earn promises to bring Van rent money tonight and asks when she will be home.,Earn is unsure whether he will be able to get Van rent money.,"Earn, Lottie",no,"I'll, I'll get it to you tonight. What time are you coming back?",Earn,indoor,Van's apartment,Earn's Daughter
7847,313.88,Earn holds and nuzzles Lottie. Van says she will be back late. Earn looks at her.,Earn is curious why Van will be home so late.,"Earn, Lottie",no,"I don't know, probably like eleven?",Van,indoor,Van's apartment,Earn's Daughter
7941,317.64000000000004,Earn remarks that eleven is unusually late,Earn is suspicious why Van will be out so late,"Earn, Lottie",no,Eleven? Eleven's a little late.,Earn,indoor,Van's apartment,Earn's Daughter
8028,321.12,Earn asks if Van will be late because she's taking her parents somewhere.,Earn is curious why Van will be home so late.,"Earn, Van, Lottie",no,"You, uh, taking the parents to Magic City's? Folly's? You know Cheeta's is actually a better spot for that.",Earn,indoor,Van's apartment,Earn's Daughter
8158,326.32,Van replies shortly that she has a date and walks down the hall past Earn and Lottie.,,"Van, Earn, Lottie",no,I have a date.,Van,indoor,Van's apartment,Earn's Daughter
8228,329.12,Earn watches Van walk away down the hall.,,"Earn, Lottie, Van",no,,,indoor,Van's apartment,Earn's Daughter
8297,331.88,Earn jokingly tells his daughter that he'll be with her tonight because of Van's date.,Earn is uncomfortable that Van is going on a date.,"Earn, Lottie",no,You're with Daddy tonight! Mommy's going on a date with some corny dude!,Earn,indoor,Van's apartment,Earn's Daughter
8413,336.52000000000004,Earn lifts his daughter up higher and jokingly talks to her more. He sarcastically tells her that this is a great environment for her to grow up in.,,"Earn, Lottie",no,"Yeah, some corny dude! What? No, this is a great environment for you!",Earn,indoor,Van's apartment,Earn's Daughter
8598,343.92,"Loretta, a kind, older black woman wishes a man a nice flight.",,Loretta,no,You have a nice flight now.,Loretta,indoor,Airport,Earn's Airport Job
8684,347.36,Earn tries to catch a man's attention to sell to him.,,"Earn, Swiff, Traveler",no,Excuse me sir,Earn,indoor,Airport,Earn's Airport Job
8720,348.8,The traveler brushes Earn off.,The traveler is rude to Earn.,"Earn, Swiff, Traveler",no,Fuck off.,Traveler,indoor,Airport,Earn's Airport Job
8744,349.76000000000005,Earn laughs it off. Swiff points at the traveler.,Earn is used to white travelers being rude to him.,"Earn, Swiff, Traveler",no,"I know, right?",Earn,indoor,Airport,Earn's Airport Job
8784,351.36,Swiff comments on the traveler's rudeness.,,"Swiff, Earn, Traveler",no,"That was just rude, man.",Swiff,indoor,Airport,Earn's Airport Job
8829,353.16,Swiff tells Earn about his night of partying last night and his plans for tonight. Earn stares straight ahead.,Earn is disinterested.,"Earn, Swiff",no,"Ayo, Compound was lit last night. Me and my cousin had like eight bottles up in that bitch, left out with like three hoes apiece, my nigga. Shit was crazy.",Swiff,indoor,Airport,Earn's Airport Job
9036,361.44,Swiff asks if Earn wants to come party with him tonight. Earn stares straight ahead.,Earn feels like he is missing out on having fun because he has a daughter and responsibilities.,"Swiff, Earn",no,"Hey we gonna hit two dollar Tuesday at the Alta, you wanna roll?",Swiff,indoor,Airport,Earn's Airport Job
9110,364.4,Earn ignores Swiff and does not reply. Swiff tries to get his attention.,Earn feels like he is missing out on having fun because he has a daughter and responsibilities.,"Swiff, Earn",no,Earn.,Swiff,indoor,Airport,Earn's Airport Job
9160,366.4,Swiff pulls out his phone to take a picture of Earn.,,"Swiff, Earn",no,Ayo Earn.,Swiff,indoor,Airport,Earn's Airport Job
9268,370.72,Earn turns to look at Swiff. Swiff laughs and takes a picture of him.,Earn is unamused with Swiff and in a bad mood.,Earn,no,Got him!,Swiff,indoor,Airport,Earn's Airport Job
9336,373.44,Swiff types on his phone that Earn is high at work.,Swiff is joking.,"Earn, Swiff",no,How you look when you high at work.,Swiff,indoor,Airport,Earn's Airport Job
9487,379.48,Earn tells Swiff that Van is dating other people.,Earn is upset.,"Earn, Swiff",no,Van's dating other people.,Earn,indoor,Airport,Earn's Airport Job
9534,381.36,"Swiff looks at Earn. Earn complains that Van is going to kick him out, and that he is broke and cannot make money at his job.","Earn is worried about Van, his living situation, and his job. He feels he cannot do as well as an old black lady because he is a young black man.","Earn, Swiff",no,She's gonna kick me out the house. I'm also broke and I can't sign anyone up cause I'm not an old lady.,Earn,indoor,Airport,Earn's Airport Job
9685,387.4,A young white male asks Loretta if he can use the card she is selling to fly to the Caribbean.,Loretta is having success with white customers.,"Loretta, Boy",no,Can I go to the Caribbean on this?,Boy,indoor,Airport,Earn's Airport Job
9726,389.04,"Loretta, the old black lady, successfully signs up another white customer. She acts friendly and flirtatious with him.","Loretta flirts and uses her harmless, endearing, homely stereotype to her advantage in making sales.","Loretta, Boy",no,"Well of course you can, honey! I'll even give you an extra flight, as long as you keep flirting with me.",Loretta,indoor,Airport,Earn's Airport Job
9889,395.56,Earn and Swiff watch Loretta make a sale,Earn and Swiff are slightly disgusted at her obsequiousness,"Earn, Swiff",no,"Oh, okay",Boy,indoor,Airport,Earn's Airport Job
9945,397.8,"While the young white traveler signs up for a card, Loretta, the old black lady, sees Earn and Swiff watching. Her smile fades and she glares at them.",Loretta is not the jolly stereotype she puts on for sales.,"Loretta, Boy",no,,,indoor,Airport,Earn's Airport Job
10053,402.12,Loretta starts pretending to hump the young boy from behind while he signs up.,"Loretta taunts Earn and Swiff and is not truly the kind, flirty, stereotypical old, black woman she puts on.","Loretta, Boy",no,,,indoor,Airport,Earn's Airport Job
10201,408.04,Swiff remarks that Loretta is good at her job.,Swiff is impressed by Loretta's sales skills.,"Swiff, Earn",no,This bitch is amazing.,Swiff,indoor,Airport,Earn's Airport Job
10235,409.4,Earn replies to Swiff,Earn is disgusted by Loretta.,"Earn, Swiff",no,That's really rough.,Earn,indoor,Airport,Earn's Airport Job
10266,410.64,Swiff says he would watch Loretta have sex.,,"Earn, Swiff",no,"I don't know, I would watch.",Swiff,indoor,Airport,Earn's Airport Job
10308,412.3200000000001,Earn responds to Swiff.,Earn is disgusted.,"Earn, Swiff",no,That's more rough.,Earn,indoor,Airport,Earn's Airport Job
10340,413.6,Swiff asks Earn if he's heard the new Paper Boy mixtape coming out on Friday.,,"Earn, Swiff",no,"Ayo you heard that new Paper Boy mixtape, man? I heard it's coming out this Friday, man.",Swiff,indoor,Airport,Earn's Airport Job
10437,417.48,Swiff Says Paper Boy's last mixtape was good.,,"Earn, Swiff",no,His last one was hot.,Swiff,indoor,Airport,Earn's Airport Job
